row.names,rdays,Ta.c,W.c,GR.c,HC.c,Ta.f,W.f,GR.f,HC.f,Ta.VEKS.o,ds.jdate,ds.hh,ds.dow,ds.tod,ds.diy,ds.wiy,jdate,hh
6536,272.25,1.2,1.7,26,1561.8,1.2,1.7,26,1561.8,1.2,13237,8,5,1,89,13,13237,8
6537,272.291666666666,1.4,1.4,72,1499.5,1.4,1.4,72,1499.5,1.7,13237,9,5,1,89,13,13237,9
6538,272.333333333332,1.6,0.9,80,1451.8,1.6,0.9,80,1451.8,2.6,13237,10,5,1,89,13,13237,10
6539,272.375,2.1,1.1,183,1403.2,2.1,1.1,183,1403.2,3.7,13237,11,5,1,89,13,13237,11
6540,272.416666666666,2.6,1.2,179,1391.8,2.6,1.2,179,1391.8,4.2,13237,12,5,1,89,13,13237,12
6541,272.458333333332,2.9,1.9,98,1378.4,2.9,1.9,98,1378.4,4,13237,13,5,1,89,13,13237,13
6542,272.5,2.9,1.8,99,1407.3,2.9,1.8,99,1407.3,4,13237,14,5,1,89,13,13237,14
6543,272.541666666666,2.9,2.1,104,1374,2.9,2.1,104,1374,4.5,13237,15,5,1,89,13,13237,15
6544,272.583333333332,3,1.9,135,1383.6,3,1.9,135,1383.6,4,13237,16,5,1,89,13,13237,16
6545,272.625,2.7,2.3,59,1445.1,2.7,2.3,59,1445.1,3.1,13237,17,5,1,89,13,13237,17
6546,272.666666666666,1.7,2.2,30,1455.7,1.7,2.2,30,1455.7,2.6,13237,18,5,1,89,13,13237,18
6547,272.708333333332,1.3,2.1,4,1447.7,1.3,2.1,4,1447.7,2,13237,19,5,1,89,13,13237,19
6548,272.75,0.9,2.1,0,1414.7,0.9,2.1,0,1414.7,1.7,13237,20,5,1,89,13,13237,20
6549,272.791666666666,0.8,2.6,-1,1368.1,0.8,2.6,-1,1368.1,1.7,13237,21,5,1,89,13,13237,21
6550,272.833333333332,0.7,2,0,1223.6,0.7,2,0,1223.6,1.7,13237,22,5,1,89,13,13237,22
6551,272.875,0.7,1.9,0,1156.3,0.7,1.9,0,1156.3,1.7,13237,23,5,1,89,13,13237,23
6552,272.916666666666,0.6,2.1,0,1204.7,0.6,2.1,0,1204.7,1.4,13238,0,6,2,90,13,13238,0
6553,272.958333333332,0.5,2.1,0,1220.3,0.5,2.1,0,1220.3,1.4,13238,1,6,2,90,13,13238,1
6554,273.041666666666,0.6,2.1,0,1240.9,0.6,2.1,0,1240.9,1.4,13238,3,6,2,90,13,13238,2
6555,273.083333333332,0.7,2.2,0,NA,0.7,2.2,0,1330.86176319636,1.4,13238,4,6,2,90,13,13238,3
6556,273.125,0.7,2.2,0,NA,0.7,2.2,0,1446.48477700477,0.6,13238,5,6,2,90,13,13238,4
6557,273.166666666666,0.6,1.8,0,NA,0.6,1.8,0,1520.57697113574,0.3,13238,6,6,2,90,13,13238,5
6558,273.208333333332,0.4,2.3,1,1537,0.4,2.3,1,1537,0.9,13238,7,6,2,90,13,13238,6
6559,273.25,0.2,2,26,1428,0.2,2,26,1428,1.4,13238,8,6,2,90,13,13238,7
6560,273.291666666666,0.2,2,85,1479.6,0.2,2,85,1479.6,2.3,13238,9,6,2,90,13,13238,8
6561,273.333333333332,0.6,2.4,91,1485.6,0.6,2.4,91,1485.6,2.8,13238,10,6,2,90,13,13238,9
6562,273.375,1.3,3.4,164,1442.2,1.3,3.4,164,1442.2,3.7,13238,11,6,2,90,13,13238,10
6563,273.416666666666,1.9,3.9,208,1456,1.9,3.9,208,1456,3.1,13238,12,6,2,90,13,13238,11
6564,273.458333333332,2.3,4,222,1406.6,2.3,4,222,1406.6,2.8,13238,13,6,2,90,13,13238,12
6565,273.5,2.1,3.4,192,1387,2.1,3.4,192,1387,2.8,13238,14,6,2,90,13,13238,13
6566,273.541666666666,2.4,4.4,170,1427.3,2.4,4.4,170,1427.3,2.6,13238,15,6,2,90,13,13238,14
6567,273.583333333332,2.1,5,169,1465.7,2.1,5,169,1465.7,2,13238,16,6,2,90,13,13238,15
6568,273.625,1.9,5.1,126,1480.8,1.9,5.1,126,1480.8,1.7,13238,17,6,2,90,13,13238,16
6569,273.666666666666,1.3,4.9,83,1492.7,1.3,4.9,83,1492.7,0.9,13238,18,6,2,90,13,13238,17
6570,273.708333333332,1,4.1,52,1491.2,1,4.1,52,1491.2,0.6,13238,19,6,2,90,13,13238,18
6571,273.75,0.5,3.8,10,1459.9,0.5,3.8,10,1459.9,0.6,13238,20,6,2,90,13,13238,19
6572,273.791666666666,0.3,3.6,0,1411.7,0.3,3.6,0,1411.7,0.3,13238,21,6,2,90,13,13238,20
6573,273.833333333332,0.3,3.6,0,1379.9,0.3,3.6,0,1379.9,0.3,13238,22,6,2,90,13,13238,21
6574,273.875,0.2,3.5,0,1321.3,0.2,3.5,0,1321.3,0,13238,23,6,2,90,13,13238,22
6575,273.916666666666,0.1,3.5,-1,1290.8,0.1,3.5,-1,1290.8,-0.2,13239,0,7,3,91,13,13238,23
6576,273.958333333332,-0.2,3,-1,1322.6,-0.2,3,-1,1322.6,-0.5,13239,1,7,3,91,13,13239,0
6577,274,-0.5,2.6,-2,1328.5,-0.5,2.6,-2,1328.5,-0.5,13239,2,7,3,91,13,13239,1
6578,274.041666666666,-0.7,2.7,-2,1350.1,-0.7,2.7,-2,1350.1,-0.2,13239,3,7,3,91,13,13239,2
6579,274.083333333332,-0.9,2.1,-2,1383.3,-0.9,2.1,-2,1383.3,0,13239,4,7,3,91,13,13239,3
6580,274.125,-0.6,2.6,-1,1443.9,-0.6,2.6,-1,1443.9,-0.2,13239,5,7,3,91,13,13239,4
6581,274.166666666666,-0.7,3,-2,1459.5,-0.7,3,-2,1459.5,-0.2,13239,6,7,3,91,13,13239,5
6582,274.208333333332,-0.7,2.9,0,1456,-0.7,2.9,0,1456,0.3,13239,7,7,3,91,13,13239,6
6583,274.25,-0.5,3,28,1489.4,-0.5,3,28,1489.4,0.9,13239,8,7,3,91,13,13239,7
6584,274.291666666666,-0.3,3,111,1507.2,-0.3,3,111,1507.2,1.4,13239,9,7,3,91,13,13239,8
6585,274.333333333332,-0.1,3.7,94,1462.8,-0.1,3.7,94,1462.8,3.4,13239,10,7,3,91,13,13239,9
6586,274.375,0.3,3.4,240,1464.6,0.3,3.4,240,1464.6,2.6,13239,11,7,3,91,13,13239,10
6587,274.416666666666,0.6,3.5,193,1509.7,0.6,3.5,193,1509.7,2,13239,12,7,3,91,13,13239,11
6588,274.458333333332,0.7,3.1,147,1472.7,0.7,3.1,147,1472.7,2,13239,13,7,3,91,13,13239,12
6589,274.5,0.6,3.2,130,1430.7,0.6,3.2,130,1430.7,2,13239,14,7,3,91,13,13239,13
6590,274.541666666666,0.7,2.8,159,1415,0.7,2.8,159,1415,1.4,13239,15,7,3,91,13,13239,14
6591,274.583333333332,0.7,2.4,142,1456.4,0.7,2.4,142,1456.4,2.3,13239,16,7,3,91,13,13239,15
6592,274.625,0.6,2.6,181,1488.4,0.6,2.6,181,1488.4,1.4,13239,17,7,3,91,13,13239,16
6593,274.666666666666,0.2,2.5,45,1510,0.2,2.5,45,1510,0.3,13239,18,7,3,91,13,13239,17
6594,274.708333333332,0.5,3.1,56,1496.6,0.5,3.1,56,1496.6,0,13239,19,7,3,91,13,13239,18
6595,274.75,0,2.1,11,1483.7,0,2.1,11,1483.7,0,13239,20,7,3,91,13,13239,19
6596,274.791666666666,-0.4,1.6,-1,1446.4,-0.4,1.6,-1,1446.4,-0.5,13239,21,7,3,91,13,13239,20
6597,274.833333333332,-0.7,1.7,-3,1364.7,-0.7,1.7,-3,1364.7,-0.5,13239,22,7,3,91,13,13239,21
6598,274.875,-0.9,1.4,-2,1305.3,-0.9,1.4,-2,1305.3,-0.8,13239,23,7,3,91,13,13239,22
6599,274.916666666666,-0.6,1.8,-1,1313.2,-0.6,1.8,-1,1313.2,-1.1,13240,0,1,1,92,14,13239,23
6600,274.958333333332,-0.7,1.7,-2,1365.4,-0.7,1.7,-2,1365.4,-2.2,13240,1,1,1,92,14,13240,0
6601,275,-0.9,1.2,-2,1402,-0.9,1.2,-2,1402,-2.5,13240,2,1,1,92,14,13240,1
6602,275.041666666666,-1.2,0.7,-2,1428.5,-1.2,0.7,-2,1428.5,-2.5,13240,3,1,1,92,14,13240,2
6603,275.083333333332,-1.7,0.6,-3,1523.9,-1.7,0.6,-3,1523.9,-1.9,13240,4,1,1,92,14,13240,3
6604,275.125,-1.9,0.9,-1,1641.6,-1.9,0.9,-1,1641.6,-2.5,13240,5,1,1,92,14,13240,4
6605,275.166666666666,-1.7,1.2,-2,1705.9,-1.7,1.2,-2,1705.9,-2.7,13240,6,1,1,92,14,13240,5
6606,275.208333333332,-2,0.5,0,1597.5,-2,0.5,0,1597.5,-1.3,13240,7,1,1,92,14,13240,6
6607,275.25,-2.2,0.3,39,1512.2,-2.2,0.3,39,1512.2,1.2,13240,8,1,1,92,14,13240,7
6608,275.291666666666,-1.3,0.5,181,1487.4,-1.3,0.5,181,1487.4,1.7,13240,9,1,1,92,14,13240,8
6609,275.333333333332,0,0.9,353,NA,0,0.9,353,1476.63722998196,0,13240,10,1,1,92,14,13240,9
6610,275.375,0.7,1.5,413,1460.9,0.7,1.5,413,1460.9,2.8,13240,11,1,1,92,14,13240,10
6611,275.416666666666,1.4,1.6,491,1389.9,1.4,1.6,491,1389.9,4,13240,12,1,1,92,14,13240,11
6612,275.458333333332,1.4,1.9,213,1384.1,1.4,1.9,213,1384.1,5.1,13240,13,1,1,92,14,13240,12
6613,275.5,1.3,2.3,303,1268,1.3,2.3,303,1268,1.4,13240,14,1,1,92,14,13240,13
6614,275.541666666666,1.4,1.8,177,1220.9,1.4,1.8,177,1220.9,0.9,13240,15,1,1,92,14,13240,14
6615,275.583333333332,1,1.2,166,1235.3,1,1.2,166,1235.3,2.3,13240,16,1,1,92,14,13240,15
6616,275.625,1.7,1.5,374,1272.2,1.7,1.5,374,1272.2,2.6,13240,17,1,1,92,14,13240,16
6617,275.666666666666,1.6,2.8,204,1351.3,1.6,2.8,204,1351.3,2.3,13240,18,1,1,92,14,13240,17
6618,275.708333333332,0.4,2.3,86,1493.7,0.4,2.3,86,1493.7,0.9,13240,19,1,1,92,14,13240,18
6619,275.75,0.4,1.5,13,1487.8,0.4,1.5,13,1487.8,0.3,13240,20,1,1,92,14,13240,19
6620,275.791666666666,-0.2,0.6,-4,1451.1,-0.2,0.6,-4,1451.1,-0.5,13240,21,1,1,92,14,13240,20
6621,275.833333333332,-0.7,0.9,-3,1422,-0.7,0.9,-3,1422,-1.6,13240,22,1,1,92,14,13240,21
6622,275.875,-0.8,0.9,-4,1363.5,-0.8,0.9,-4,1363.5,-2.2,13240,23,1,1,92,14,13240,22
6623,275.916666666666,-1.6,0.5,-4,1337.3,-1.6,0.5,-4,1337.3,-2.7,13241,0,2,1,93,14,13240,23
6624,275.958333333332,-1.9,0.8,-4,1354.7,-1.9,0.8,-4,1354.7,-3,13241,1,2,1,93,14,13241,0
6625,276,-2,0.8,-3,1379.7,-2,0.8,-3,1379.7,-3.3,13241,2,2,1,93,14,13241,1
6626,276.041666666666,-2.2,0.9,-3,1434.7,-2.2,0.9,-3,1434.7,-3.9,13241,3,2,1,93,14,13241,2
6627,276.083333333332,-2.3,0.9,-3,1489.9,-2.3,0.9,-3,1489.9,-3.9,13241,4,2,1,93,14,13241,3
6628,276.125,-2.6,0.9,-3,1568.8,-2.6,0.9,-3,1568.8,-3.9,13241,5,2,1,93,14,13241,4
6629,276.166666666666,-2.5,0.7,-4,1685.5,-2.5,0.7,-4,1685.5,-3.6,13241,6,2,1,93,14,13241,5
6630,276.208333333332,-2.6,0.8,-1,1733.6,-2.6,0.8,-1,1733.6,-1.6,13241,7,2,1,93,14,13241,6
6631,276.25,-2.6,1,28,1644.7,-2.6,1,28,1644.7,0,13241,8,2,1,93,14,13241,7
6632,276.291666666666,-1.9,1.2,71,1556.4,-1.9,1.2,71,1556.4,0.9,13241,9,2,1,93,14,13241,8
6633,276.333333333332,-0.9,1.4,153,1464.6,-0.9,1.4,153,1464.6,4.2,13241,10,2,1,93,14,13241,9
6634,276.375,0,1.6,457,1386.3,0,1.6,457,1386.3,5.4,13241,11,2,1,93,14,13241,10
6635,276.416666666666,1.9,2.1,538,1343,1.9,2.1,538,1343,5.6,13241,12,2,1,93,14,13241,11
6636,276.458333333332,3.3,1.7,582,1301.7,3.3,1.7,582,1301.7,5.9,13241,13,2,1,93,14,13241,12
6637,276.5,3.8,2.1,537,1312.6,3.8,2.1,537,1312.6,6.5,13241,14,2,1,93,14,13241,13
6638,276.541666666666,3.9,2.1,268,1303,3.9,2.1,268,1303,7,13241,15,2,1,93,14,13241,14
6639,276.583333333332,3.8,2.5,232,1280.9,3.8,2.5,232,1280.9,5.9,13241,16,2,1,93,14,13241,15
6640,276.625,4.1,2.4,324,1307.9,4.1,2.4,324,1307.9,6.8,13241,17,2,1,93,14,13241,16
6641,276.666666666666,3.9,3.4,227,1350,3.9,3.4,227,1350,4.8,13241,18,2,1,93,14,13241,17
6642,276.708333333332,3,3.5,102,1435.9,3,3.5,102,1435.9,2.8,13241,19,2,1,93,14,13241,18
6643,276.75,1.7,2.3,19,1479.7,1.7,2.3,19,1479.7,0.6,13241,20,2,1,93,14,13241,19
6644,276.791666666666,0.4,1.2,-4,1461.9,0.4,1.2,-4,1461.9,-1.1,13241,21,2,1,93,14,13241,20
6645,276.833333333332,-0.3,1,-4,1408.3,-0.3,1,-4,1408.3,-1.6,13241,22,2,1,93,14,13241,21
6646,276.875,-1.1,0.6,-4,1314.6,-1.1,0.6,-4,1314.6,-1.9,13241,23,2,1,93,14,13241,22
6647,276.916666666666,-1.6,0.8,-4,1303.9,-1.6,0.8,-4,1303.9,-3,13242,0,3,1,94,14,13241,23
6648,276.958333333332,-1.9,0.9,-3,1331.3,-1.9,0.9,-3,1331.3,-3.3,13242,1,3,1,94,14,13242,0
6649,277,-2.1,0.8,-4,1334.1,-2.1,0.8,-4,1334.1,-3.3,13242,2,3,1,94,14,13242,1
6650,277.041666666666,-2.1,1.1,-3,1396.6,-2.1,1.1,-3,1396.6,-3.9,13242,3,3,1,94,14,13242,2
6651,277.083333333332,-2.4,1.1,-4,1461.7,-2.4,1.1,-4,1461.7,-3.9,13242,4,3,1,94,14,13242,3
6652,277.125,-2.5,0.8,-3,1562.8,-2.5,0.8,-3,1562.8,-3.6,13242,5,3,1,94,14,13242,4
6653,277.166666666666,-2.6,1,-3,1659.6,-2.6,1,-3,1659.6,-3.9,13242,6,3,1,94,14,13242,5
6654,277.208333333332,-2.8,0.5,3,1690.2,-2.8,0.5,3,1690.2,-3,13242,7,3,1,94,14,13242,6
6655,277.25,-2.3,0.7,101,1556.1,-2.3,0.7,101,1556.1,-0.5,13242,8,3,1,94,14,13242,7
6656,277.291666666666,-0.7,1.1,222,1416.3,-0.7,1.1,222,1416.3,2.6,13242,9,3,1,94,14,13242,8
6657,277.333333333332,1.5,1.7,348,1367.3,1.5,1.7,348,1367.3,5.6,13242,10,3,1,94,14,13242,9
6658,277.375,3.1,2.4,478,1330.9,3.1,2.4,478,1330.9,7.9,13242,11,3,1,94,14,13242,10
6659,277.416666666666,4.1,2.7,576,1265.6,4.1,2.7,576,1265.6,9.3,13242,12,3,1,94,14,13242,11
6660,277.458333333332,5,2.7,628,1195.4,5,2.7,628,1195.4,10.1,13242,13,3,1,94,14,13242,12
6661,277.5,5.6,2.5,644,1140.6,5.6,2.5,644,1140.6,10.7,13242,14,3,1,94,14,13242,13
6662,277.541666666666,6.2,2.3,610,1089.2,6.2,2.3,610,1089.2,11,13242,15,3,1,94,14,13242,14
6663,277.583333333332,6.9,2.2,521,1071.5,6.9,2.2,521,1071.5,10.7,13242,16,3,1,94,14,13242,15
6664,277.625,7,2.1,398,1078.8,7,2.1,398,1078.8,9.6,13242,17,3,1,94,14,13242,16
6665,277.666666666666,6.7,3.3,263,1160.3,6.7,3.3,263,1160.3,7.6,13242,18,3,1,94,14,13242,17
6666,277.708333333332,5.2,4.1,129,1253.8,5.2,4.1,129,1253.8,4.8,13242,19,3,1,94,14,13242,18
6667,277.75,3.4,2.5,24,1338.2,3.4,2.5,24,1338.2,2.3,13242,20,3,1,94,14,13242,19
6668,277.791666666666,1.3,1.1,-5,1358.4,1.3,1.1,-5,1358.4,0.6,13242,21,3,1,94,14,13242,20
6669,277.833333333332,0.1,1,-4,1294.9,0.1,1,-4,1294.9,-0.5,13242,22,3,1,94,14,13242,21
6670,277.875,-0.8,0.8,-5,1207.8,-0.8,0.8,-5,1207.8,-1.3,13242,23,3,1,94,14,13242,22
6671,277.916666666666,-1.2,1,-4,1190.9,-1.2,1,-4,1190.9,-1.6,13243,0,4,3,95,14,13242,23
6672,277.958333333332,-1.6,0.9,-4,1211.5,-1.6,0.9,-4,1211.5,-1.9,13243,1,4,3,95,14,13243,0
6673,278,-2,0.8,-4,1238.6,-2,0.8,-4,1238.6,-2.5,13243,2,4,3,95,14,13243,1
6674,278.041666666666,-2,0.7,-4,1266.9,-2,0.7,-4,1266.9,-3,13243,3,4,3,95,14,13243,2
6675,278.083333333332,-1.4,1.5,-4,1343.5,-1.4,1.5,-4,1343.5,-3,13243,4,4,3,95,14,13243,3
6676,278.125,-2,0.9,-4,1429.8,-2,0.9,-4,1429.8,-3.3,13243,5,4,3,95,14,13243,4
6677,278.166666666666,-1.9,1.2,-3,1478.4,-1.9,1.2,-3,1478.4,-3.6,13243,6,4,3,95,14,13243,5
6678,278.208333333332,-1.9,1.6,6,1468.2,-1.9,1.6,6,1468.2,-2.7,13243,7,4,3,95,14,13243,6
6679,278.25,-1.9,0.7,95,1361.1,-1.9,0.7,95,1361.1,0.6,13243,8,4,3,95,14,13243,7
6680,278.291666666666,-0.3,0.9,278,1283.3,-0.3,0.9,278,1283.3,3.7,13243,9,4,3,95,14,13243,8
6681,278.333333333332,2.3,1.6,373,1265.6,2.3,1.6,373,1265.6,6.5,13243,10,4,3,95,14,13243,9
6682,278.375,4.3,2.1,493,1228.1,4.3,2.1,493,1228.1,8.7,13243,11,4,3,95,14,13243,10
6683,278.416666666666,5.3,2.8,592,1185.9,5.3,2.8,592,1185.9,10.1,13243,12,4,3,95,14,13243,11
6684,278.458333333332,6.2,2.3,646,1104.7,6.2,2.3,646,1104.7,11,13243,13,4,3,95,14,13243,12
6685,278.5,7,2.5,658,1034.1,7,2.5,658,1034.1,11.8,13243,14,4,3,95,14,13243,13
6686,278.541666666666,7.5,3.3,625,1011,7.5,3.3,625,1011,11.5,13243,15,4,3,95,14,13243,14
6687,278.583333333332,7.6,4,548,1012.9,7.6,4,548,1012.9,11,13243,16,4,3,95,14,13243,15
6688,278.625,7.4,3.9,430,1032.6,7.4,3.9,430,1032.6,9.8,13243,17,4,3,95,14,13243,16
6689,278.666666666666,6.8,3.4,286,1077.9,6.8,3.4,286,1077.9,8.2,13243,18,4,3,95,14,13243,17
6690,278.708333333332,5.8,2.9,141,1171.9,5.8,2.9,141,1171.9,5.6,13243,19,4,3,95,14,13243,18
6691,278.75,4.1,2.2,25,1267.2,4.1,2.2,25,1267.2,3.1,13243,20,4,3,95,14,13243,19
6692,278.791666666666,2,2,-4,1242,2,2,-4,1242,0.6,13243,21,4,3,95,14,13243,20
6693,278.833333333332,0.3,0.9,-5,1207.3,0.3,0.9,-5,1207.3,0,13243,22,4,3,95,14,13243,21
6694,278.875,-0.3,1.2,-4,1146,-0.3,1.2,-4,1146,-0.5,13243,23,4,3,95,14,13243,22
6695,278.916666666666,-0.8,0.9,-4,1111,-0.8,0.9,-4,1111,-1.1,13244,0,5,3,96,14,13243,23
6696,278.958333333332,-0.9,1.1,-4,1167.1,-0.9,1.1,-4,1167.1,-1.3,13244,1,5,3,96,14,13244,0
6697,279,-1.2,1.6,-3,1193.1,-1.2,1.6,-3,1193.1,-1.9,13244,2,5,3,96,14,13244,1
6698,279.041666666666,-1.4,1.1,-3,1223.3,-1.4,1.1,-3,1223.3,-1.9,13244,3,5,3,96,14,13244,2
6699,279.083333333332,-1.9,0.7,-4,1257.7,-1.9,0.7,-4,1257.7,-2.7,13244,4,5,3,96,14,13244,3
6700,279.125,-1.6,0.7,-3,1355.5,-1.6,0.7,-3,1355.5,-3.3,13244,5,5,3,96,14,13244,4
6701,279.166666666666,-1.3,0.9,-3,1393.7,-1.3,0.9,-3,1393.7,-3,13244,6,5,3,96,14,13244,5
6702,279.208333333332,-1,1.5,13,1394.2,-1,1.5,13,1394.2,-1.9,13244,7,5,3,96,14,13244,6
6703,279.25,-0.4,1.5,138,1291.9,-0.4,1.5,138,1291.9,1.2,13244,8,5,3,96,14,13244,7
6704,279.291666666666,0.8,1.4,353,1202.5,0.8,1.4,353,1202.5,5.4,13244,9,5,3,96,14,13244,8
6705,279.333333333332,3.7,2.9,405,1151.4,3.7,2.9,405,1151.4,9.6,13244,10,5,3,96,14,13244,9
6706,279.375,5.9,3.8,513,1135,5.9,3.8,513,1135,11.8,13244,11,5,3,96,14,13244,10
6707,279.416666666666,7.5,3.8,609,1053.1,7.5,3.8,609,1053.1,13.2,13244,12,5,3,96,14,13244,11
6708,279.458333333332,8.7,4.5,661,1004.9,8.7,4.5,661,1004.9,14,13244,13,5,3,96,14,13244,12
6709,279.5,9,5.5,669,925.3,9,5.5,669,925.3,14.3,13244,14,5,3,96,14,13244,13
6710,279.541666666666,10.1,5.1,600,904.1,10.1,5.1,600,904.1,13.2,13244,15,5,3,96,14,13244,14
6711,279.583333333332,10.1,4.6,347,923.9,10.1,4.6,347,923.9,12.9,13244,16,5,3,96,14,13244,15
6712,279.625,10.1,5.1,368,911.4,10.1,5.1,368,911.4,13.2,13244,17,5,3,96,14,13244,16
6713,279.666666666666,9.8,5.2,281,922.8,9.8,5.2,281,922.8,12.1,13244,18,5,3,96,14,13244,17
6714,279.708333333332,9.2,4.4,137,993.7,9.2,4.4,137,993.7,10.4,13244,19,5,3,96,14,13244,18
6715,279.75,8.2,3.9,27,1073.6,8.2,3.9,27,1073.6,8.7,13244,20,5,3,96,14,13244,19
6716,279.791666666666,7.1,3.6,-3,1063.7,7.1,3.6,-3,1063.7,5.9,13244,21,5,3,96,14,13244,20
6717,279.833333333332,5.9,2.3,-4,1061.4,5.9,2.3,-4,1061.4,5.4,13244,22,5,3,96,14,13244,21
6718,279.875,5.1,3,-3,1027.2,5.1,3,-3,1027.2,5.1,13244,23,5,3,96,14,13244,22
6719,279.916666666666,3.7,2,-3,986.9,3.7,2,-3,986.9,4.2,13245,0,6,2,97,14,13244,23
6720,279.958333333332,3.3,2.7,-3,999.3,3.3,2.7,-3,999.3,3.4,13245,1,6,2,97,14,13245,0
6721,280,2.6,2.4,-3,1019,2.6,2.4,-3,1019,2.8,13245,2,6,2,97,14,13245,1
6722,280.041666666666,2.1,2,-2,1044.7,2.1,2,-2,1044.7,2.3,13245,3,6,2,97,14,13245,2
6723,280.083333333332,1.7,2.2,-2,1080.7,1.7,2.2,-2,1080.7,2.3,13245,4,6,2,97,14,13245,3
6724,280.125,1.8,2.5,-2,1148.4,1.8,2.5,-2,1148.4,2.3,13245,5,6,2,97,14,13245,4
6725,280.166666666666,1.6,2.7,-2,1191.8,1.6,2.7,-2,1191.8,2.3,13245,6,6,2,97,14,13245,5
6726,280.208333333332,1.7,2.8,10,1189,1.7,2.8,10,1189,3.4,13245,7,6,2,97,14,13245,6
6727,280.25,2.3,2.7,81,1123,2.3,2.7,81,1123,5.9,13245,8,6,2,97,14,13245,7
6728,280.291666666666,4.4,2.7,237,1121.3,4.4,2.7,237,1121.3,7.6,13245,9,6,2,97,14,13245,8
6729,280.333333333332,6.3,3.5,361,1054.2,6.3,3.5,361,1054.2,9.3,13245,10,6,2,97,14,13245,9
6730,280.375,7.6,4,515,954.2,7.6,4,515,954.2,10.1,13245,11,6,2,97,14,13245,10
6731,280.416666666666,8.8,4.4,425,890.5,8.8,4.4,425,890.5,11.8,13245,12,6,2,97,14,13245,11
6732,280.458333333332,10.2,5.2,623,860.7,10.2,5.2,623,860.7,12.4,13245,13,6,2,97,14,13245,12
6733,280.5,11.2,4.9,628,819,11.2,4.9,628,819,13.5,13245,14,6,2,97,14,13245,13
6734,280.541666666666,12.2,5.8,609,786.4,12.2,5.8,609,786.4,14.6,13245,15,6,2,97,14,13245,14
6735,280.583333333332,12.6,5.7,504,786,12.6,5.7,504,786,14.9,13245,16,6,2,97,14,13245,15
6736,280.625,12.5,4.9,384,795,12.5,4.9,384,795,15.1,13245,17,6,2,97,14,13245,16
6737,280.666666666666,11.9,5.1,267,827.5,11.9,5.1,267,827.5,13.5,13245,18,6,2,97,14,13245,17
6738,280.708333333332,11.2,4.1,127,927.7,11.2,4.1,127,927.7,11.8,13245,19,6,2,97,14,13245,18
6739,280.75,9.7,4.2,22,972.9,9.7,4.2,22,972.9,10.1,13245,20,6,2,97,14,13245,19
6740,280.791666666666,8.4,3.7,-3,978.5,8.4,3.7,-3,978.5,9,13245,21,6,2,97,14,13245,20
6741,280.833333333332,7.2,3.5,-3,985.6,7.2,3.5,-3,985.6,7.6,13245,22,6,2,97,14,13245,21
6742,280.875,6.4,3.8,-2,950,6.4,3.8,-2,950,7,13245,23,6,2,97,14,13245,22
6743,280.916666666666,5.7,3.4,-1,922.4,5.7,3.4,-1,922.4,5.9,13246,0,7,3,98,14,13245,23
6744,280.958333333332,5.2,3,-1,915.8,5.2,3,-1,915.8,5.4,13246,1,7,3,98,14,13246,0
6745,281,4.9,2.6,-2,948.9,4.9,2.6,-2,948.9,4.8,13246,2,7,3,98,14,13246,1
6746,281.041666666666,4.4,2.6,-3,952.8,4.4,2.6,-3,952.8,4,13246,3,7,3,98,14,13246,2
6747,281.083333333332,4.4,2.6,-2,983.1,4.4,2.6,-2,983.1,3.4,13246,4,7,3,98,14,13246,3
6748,281.125,4.1,1.6,-3,1042.2,4.1,1.6,-3,1042.2,3.4,13246,5,7,3,98,14,13246,4
6749,281.166666666666,3,1.9,-2,1113.4,3,1.9,-2,1113.4,2.6,13246,6,7,3,98,14,13246,5
6750,281.208333333332,2.4,1.7,7,1072.3,2.4,1.7,7,1072.3,3.7,13246,7,7,3,98,14,13246,6
6751,281.25,2.8,2,86,1026.1,2.8,2,86,1026.1,5.6,13246,8,7,3,98,14,13246,7
6752,281.291666666666,5.4,2.9,201,1006.9,5.4,2.9,201,1006.9,7.6,13246,9,7,3,98,14,13246,8
6753,281.333333333332,6.8,3.3,305,983,6.8,3.3,305,983,9.6,13246,10,7,3,98,14,13246,9
6754,281.375,8.3,3.5,456,940.1,8.3,3.5,456,940.1,11.2,13246,11,7,3,98,14,13246,10
6755,281.416666666666,10.1,3.4,563,897.7,10.1,3.4,563,897.7,12.4,13246,12,7,3,98,14,13246,11
6756,281.458333333332,11.5,4.4,621,834.3,11.5,4.4,621,834.3,12.1,13246,13,7,3,98,14,13246,12
6757,281.5,12.2,4.6,555,766.7,12.2,4.6,555,766.7,13.5,13246,14,7,3,98,14,13246,13
6758,281.541666666666,12.4,4.6,489,735.5,12.4,4.6,489,735.5,14.3,13246,15,7,3,98,14,13246,14
6759,281.583333333332,12.9,5.4,443,725.5,12.9,5.4,443,725.5,14.3,13246,16,7,3,98,14,13246,15
6760,281.625,12.8,4.7,403,761.7,12.8,4.7,403,761.7,12.4,13246,17,7,3,98,14,13246,16
6761,281.666666666666,11.7,3.8,189,836.4,11.7,3.8,189,836.4,11.2,13246,18,7,3,98,14,13246,17
6762,281.708333333332,10,2.6,115,880.1,10,2.6,115,880.1,10.1,13246,19,7,3,98,14,13246,18
6763,281.75,9.5,1.7,27,948.1,9.5,1.7,27,948.1,8.4,13246,20,7,3,98,14,13246,19
